,Date,Last Close Price,Open,High,Low,Volume,Percentage Changes,Events
686,"May 08, 2017",272.95,277.55,278.50,272.55,10.63M,-1.52%,
687,"May 05, 2017",277.15,280.95,280.95,276.40,4.04M,-1.44%,
688,"May 04, 2017",281.20,277.90,282.20,276.15,7.77M,1.42%,
689,"May 03, 2017",277.25,279.50,279.50,275.50,6.04M,-0.70%,
690,"May 02, 2017",279.20,280.50,281.30,276.50,7.03M,0.43%,
691,"Apr 28, 2017",278.00,285.80,286.50,277.35,12.37M,-2.73%,
692,"Apr 27, 2017",285.80,291.40,291.90,284.50,13.55M,-1.75%,
693,"Apr 26, 2017",290.90,283.30,292.90,282.00,18.94M,3.41%,
694,"Apr 25, 2017",281.30,278.00,282.00,273.90,12.72M,1.64%,
695,"Apr 24, 2017",276.75,276.40,277.55,271.15,7.12M,0.87%,
696,"Apr 21, 2017",274.35,282.00,282.00,272.70,8.71M,-1.84%,
697,"Apr 20, 2017",279.50,279.70,281.50,278.35,4.24M,0.29%,
698,"Apr 19, 2017",278.70,281.15,281.50,277.85,4.95M,-0.13%,
699,"Apr 18, 2017",279.05,280.20,284.00,278.10,4.33M,-0.02%,
700,"Apr 17, 2017",279.10,276.55,282.50,275.55,4.83M,-0.02%,
701,"Apr 13, 2017",279.15,281.90,282.00,277.50,3.93M,-0.98%,
702,"Apr 12, 2017",281.90,281.70,284.80,279.55,7.23M,-0.05%,
703,"Apr 11, 2017",282.05,273.10,282.60,271.80,10.93M,3.11%,
704,"Apr 10, 2017",273.55,275.00,275.00,272.10,5.48M,0.33%,
705,"Apr 07, 2017",272.65,273.00,274.15,270.90,9.13M,-0.53%,
706,"Apr 06, 2017",274.10,278.20,279.15,273.20,15.64M,-1.74%,
707,"Apr 05, 2017",278.95,283.20,283.50,277.70,10.29M,-0.92%,
708,"Apr 03, 2017",281.55,282.80,283.60,278.65,7.23M,0.45%,
709,"Mar 31, 2017",280.30,281.00,283.00,278.75,9.56M,-0.87%,
710,"Mar 30, 2017",282.75,284.00,284.65,280.05,14.39M,-0.16%,
711,"Mar 29, 2017",283.20,280.20,283.70,280.20,8.50M,0.96%,
712,"Mar 28, 2017",280.50,281.60,282.20,280.05,6.29M,-0.39%,
713,"Mar 27, 2017",281.60,280.45,282.90,276.30,12.15M,0.21%,
714,"Mar 24, 2017",281.00,278.85,283.00,278.75,7.12M,1.22%,
715,"Mar 23, 2017",277.60,277.50,282.50,275.10,16.90M,-0.80%,
716,"Mar 22, 2017",279.85,285.00,287.85,278.60,12.40M,-2.80%,
717,"Mar 21, 2017",287.90,283.20,288.60,283.00,13.23M,2.13%,
718,"Mar 20, 2017",281.90,282.90,284.20,277.80,15.90M,0.23%,
719,"Mar 17, 2017",281.25,276.80,288.90,276.80,52.01M,4.77%,
720,"Mar 16, 2017",268.45,270.25,271.25,267.50,8.69M,0.09%,
721,"Mar 15, 2017",268.20,265.20,270.70,265.20,13.94M,0.41%,
722,"Mar 14, 2017",267.10,266.20,271.65,265.20,17.82M,1.39%,
723,"Mar 10, 2017",263.45,264.95,265.05,262.65,5.66M,-0.57%,
724,"Mar 09, 2017",264.95,266.10,266.30,262.30,9.48M,0.30%,
725,"Mar 08, 2017",264.15,264.45,265.50,263.50,5.77M,-0.04%,
726,"Mar 07, 2017",264.25,264.30,265.00,261.15,6.92M,0.06%,
727,"Mar 06, 2017",264.10,262.70,265.05,261.55,9.56M,0.97%,
728,"Mar 03, 2017",261.55,262.00,263.40,258.15,9.99M,-1.21%,
729,"Mar 02, 2017",264.75,268.50,270.25,263.50,10.07M,-1.40%,
730,"Mar 01, 2017",268.50,262.40,269.70,262.40,14.58M,2.40%,
731,"Feb 28, 2017",262.20,263.00,264.60,260.90,8.24M,-0.91%,
732,"Feb 27, 2017",264.60,265.55,266.00,257.85,5.08M,-0.40%,
733,"Feb 23, 2017",265.65,264.00,268.20,261.60,12.36M,0.84%,
734,"Feb 22, 2017",263.45,264.40,266.25,261.65,8.49M,0.11%,
735,"Feb 21, 2017",263.15,266.00,266.25,260.80,9.87M,-1.09%,
736,"Feb 20, 2017",266.05,266.00,267.45,265.55,5.71M,-0.78%,
737,"Feb 17, 2017",268.15,267.35,268.90,264.00,9.34M,0.56%,
738,"Feb 16, 2017",266.65,270.05,271.50,265.70,10.58M,-2.47%,
739,"Feb 15, 2017",273.40,271.20,275.50,271.20,7.54M,0.96%,
740,"Feb 14, 2017",270.80,270.00,273.50,269.15,6.66M,0.07%,
741,"Feb 13, 2017",270.60,275.40,276.35,268.60,8.97M,-1.01%,
742,"Feb 10, 2017",273.35,278.70,279.10,271.55,7.68M,-1.55%,
743,"Feb 09, 2017",277.65,276.00,278.40,272.65,4.88M,1.04%,
744,"Feb 08, 2017",274.80,275.50,279.00,272.00,10.70M,-0.83%,
745,"Feb 07, 2017",277.10,278.60,292.15,275.60,24.32M,0.11%,
746,"Feb 06, 2017",276.80,274.90,279.00,274.10,8.22M,1.37%,
747,"Feb 03, 2017",273.05,274.00,275.50,270.50,9.01M,-0.46%,
748,"Feb 02, 2017",274.30,271.00,279.90,269.50,29.72M,1.71%,
749,"Feb 01, 2017",269.70,260.00,270.10,258.50,33.84M,4.49%,
750,"Jan 31, 2017",258.10,256.20,259.95,254.60,10.00M,0.78%,
751,"Jan 30, 2017",256.10,258.40,261.00,255.50,8.91M,-0.51%,
752,"Jan 27, 2017",257.40,263.50,266.95,256.10,24.50M,-3.05%,E
753,"Jan 25, 2017",265.50,259.95,266.40,259.60,17.45M,2.17%,
754,"Jan 24, 2017",259.85,259.60,260.75,257.35,8.03M,0.08%,
755,"Jan 23, 2017",259.65,255.10,260.15,255.05,10.69M,1.66%,
756,"Jan 20, 2017",255.40,254.25,256.30,253.70,10.84M,0.49%,
757,"Jan 19, 2017",254.15,249.75,254.75,249.55,9.18M,1.32%,
758,"Jan 18, 2017",250.85,251.60,254.30,249.80,7.25M,-0.44%,
759,"Jan 17, 2017",251.95,248.80,252.30,248.80,4.81M,1.27%,
760,"Jan 16, 2017",248.80,249.25,250.85,247.10,4.64M,-0.34%,
761,"Jan 13, 2017",249.65,246.00,251.00,242.50,4.38M,2.04%,
762,"Jan 12, 2017",244.65,247.70,247.70,244.15,5.60M,-1.17%,
763,"Jan 11, 2017",247.55,249.80,250.50,246.60,7.64M,-0.56%,
764,"Jan 10, 2017",248.95,246.00,249.85,245.70,11.98M,1.26%,
765,"Jan 09, 2017",245.85,242.85,246.60,242.10,4.85M,1.30%,
766,"Jan 06, 2017",242.70,247.00,249.00,242.20,8.09M,-1.64%,
767,"Jan 05, 2017",246.75,244.50,247.85,244.10,9.18M,0.53%,
768,"Jan 04, 2017",245.45,242.85,247.00,240.10,9.31M,0.86%,
769,"Jan 03, 2017",243.35,240.90,245.70,239.25,7.51M,1.00%,
770,"Jan 02, 2017",240.95,242.00,242.25,238.60,4.89M,-0.29%,
771,"Dec 30, 2016",241.65,237.45,242.40,236.30,10.42M,2.39%,
772,"Dec 29, 2016",236.00,235.30,237.00,232.30,14.05M,0.23%,
773,"Dec 28, 2016",235.45,232.70,236.40,232.70,14.17M,0.60%,
774,"Dec 27, 2016",234.05,226.00,234.90,224.35,15.61M,4.02%,
775,"Dec 26, 2016",225.00,224.90,225.85,222.00,8.74M,0.13%,
776,"Dec 23, 2016",224.70,227.50,227.50,223.80,10.76M,-1.25%,
777,"Dec 22, 2016",227.55,225.25,228.40,224.25,6.42M,0.55%,
778,"Dec 21, 2016",226.30,229.00,229.80,225.50,12.88M,-1.59%,
779,"Dec 20, 2016",229.95,228.50,230.80,227.50,5.92M,1.30%,
780,"Dec 19, 2016",227.00,225.35,229.00,225.35,5.46M,0.29%,
781,"Dec 16, 2016",226.35,230.80,230.80,226.00,12.93M,-1.46%,
782,"Dec 15, 2016",229.70,232.00,234.40,228.50,5.33M,-1.48%,
783,"Dec 14, 2016",233.15,236.00,236.50,232.00,6.31M,-1.06%,
784,"Dec 13, 2016",235.65,234.80,236.90,232.20,7.44M,1.44%,
785,"Dec 12, 2016",232.30,234.20,234.70,231.95,3.04M,-1.63%,
786,"Dec 09, 2016",236.15,234.05,239.60,232.55,8.33M,1.22%,
787,"Dec 08, 2016",233.30,229.05,235.30,228.30,7.37M,2.68%,
788,"Dec 07, 2016",227.20,231.50,231.50,226.50,8.11M,-1.30%,
789,"Dec 06, 2016",230.20,233.00,233.00,229.15,4.91M,-1.01%,
790,"Dec 05, 2016",232.55,228.90,233.20,227.45,5.12M,1.77%,
791,"Dec 02, 2016",228.50,233.00,233.00,228.00,8.37M,-2.14%,
792,"Dec 01, 2016",233.50,232.80,235.00,231.05,5.16M,0.43%,
793,"Nov 30, 2016",232.50,232.00,234.40,229.15,11.08M,0.63%,
794,"Nov 29, 2016",231.05,233.05,235.65,230.25,8.61M,-1.13%,
795,"Nov 28, 2016",233.70,228.40,234.20,227.30,9.12M,2.14%,
796,"Nov 25, 2016",228.80,224.50,230.45,223.05,7.60M,2.37%,
797,"Nov 24, 2016",223.50,225.00,225.25,222.10,18.00M,-0.51%,
798,"Nov 23, 2016",224.65,227.25,227.80,223.50,10.32M,-0.64%,
799,"Nov 22, 2016",226.10,225.00,228.10,223.50,9.22M,0.85%,
800,"Nov 21, 2016",224.20,228.20,228.60,223.60,7.59M,-1.60%,
801,"Nov 18, 2016",227.85,230.00,231.40,227.10,8.26M,-1.58%,
802,"Nov 17, 2016",231.50,228.45,234.00,228.40,9.28M,0.26%,
803,"Nov 16, 2016",230.90,237.95,239.10,228.05,30.67M,-2.78%,
804,"Nov 15, 2016",237.50,241.95,246.90,235.80,21.20M,-2.24%,
805,"Nov 11, 2016",242.95,248.00,248.95,241.00,12.74M,-3.23%,
806,"Nov 10, 2016",251.05,252.85,253.00,245.55,11.57M,1.17%,
807,"Nov 09, 2016",248.15,239.15,255.00,238.55,23.03M,-2.91%,
808,"Nov 08, 2016",255.60,256.50,257.40,252.20,9.94M,-0.35%,
809,"Nov 07, 2016",256.50,253.80,259.65,247.00,24.27M,2.99%,
810,"Nov 04, 2016",249.05,251.50,256.40,247.05,35.26M,3.64%,
811,"Nov 03, 2016",240.30,237.05,242.30,236.00,8.87M,1.26%,
812,"Nov 02, 2016",237.30,237.00,238.95,235.10,4.69M,-1.10%,
813,"Nov 01, 2016",239.95,242.80,242.80,239.15,5.52M,-0.70%,
814,"Oct 30, 2016",241.65,244.00,244.00,241.00,629.94K,-0.60%,
815,"Oct 28, 2016",243.10,244.30,244.30,239.50,9.32M,0.00%,
816,"Oct 27, 2016",243.10,241.20,244.80,239.65,15.35M,1.82%,
817,"Oct 26, 2016",238.75,239.85,242.50,233.50,23.93M,0.00%,E
818,"Oct 25, 2016",238.75,242.90,242.90,238.15,5.95M,-1.08%,
819,"Oct 24, 2016",241.35,241.00,242.00,239.70,9.58M,0.50%,
820,"Oct 21, 2016",240.15,239.00,241.15,238.75,10.59M,0.33%,
821,"Oct 20, 2016",239.35,241.00,241.35,238.10,4.40M,-0.04%,
822,"Oct 19, 2016",239.45,245.65,245.65,238.40,8.41M,-2.64%,
823,"Oct 18, 2016",245.95,241.00,246.55,240.30,11.78M,2.22%,
824,"Oct 17, 2016",240.60,239.90,241.75,238.50,6.14M,0.29%,
825,"Oct 14, 2016",239.90,239.00,240.50,238.05,9.22M,0.40%,
826,"Oct 13, 2016",238.95,240.10,241.45,236.95,10.68M,-0.48%,
827,"Oct 10, 2016",240.10,242.00,242.60,239.55,5.05M,0.48%,
828,"Oct 07, 2016",238.95,237.90,240.25,236.75,4.01M,0.65%,
829,"Oct 06, 2016",237.40,242.00,242.00,235.65,8.65M,-1.17%,
830,"Oct 05, 2016",240.20,241.80,243.25,239.20,6.23M,-0.41%,
831,"Oct 04, 2016",241.20,243.00,243.95,240.35,7.71M,-0.45%,
832,"Oct 03, 2016",242.30,244.20,244.20,241.55,6.47M,0.39%,
833,"Sep 30, 2016",241.35,245.65,246.95,240.50,9.55M,-1.77%,
834,"Sep 29, 2016",245.70,248.10,249.30,241.00,17.43M,-0.51%,
835,"Sep 28, 2016",246.95,246.30,249.40,245.50,7.36M,0.45%,
836,"Sep 27, 2016",245.85,248.65,249.25,245.00,6.64M,-0.89%,
837,"Sep 26, 2016",248.05,253.00,253.25,247.50,9.69M,-2.13%,
838,"Sep 23, 2016",253.45,255.00,257.00,251.80,4.95M,-0.71%,
839,"Sep 22, 2016",255.25,255.45,257.20,253.75,7.69M,0.63%,
840,"Sep 21, 2016",253.65,256.70,258.80,253.00,8.80M,-1.28%,
841,"Sep 20, 2016",256.95,259.20,259.25,255.25,6.69M,-0.73%,
842,"Sep 19, 2016",258.85,261.50,262.60,258.25,6.47M,-0.58%,
843,"Sep 16, 2016",260.35,256.00,262.20,255.40,14.04M,1.74%,
844,"Sep 15, 2016",255.90,252.50,257.90,252.50,7.78M,1.61%,
845,"Sep 14, 2016",251.85,251.00,253.10,249.55,12.54M,-0.16%,
846,"Sep 12, 2016",252.25,255.95,256.70,251.75,7.34M,-2.34%,
847,"Sep 09, 2016",258.30,263.00,264.45,257.05,9.76M,-2.49%,
848,"Sep 08, 2016",264.90,263.50,265.55,262.70,8.32M,0.80%,
849,"Sep 07, 2016",262.80,264.00,264.95,262.00,6.41M,0.08%,
850,"Sep 06, 2016",262.60,263.00,265.90,261.10,9.17M,-0.11%,
851,"Sep 02, 2016",262.90,262.00,263.70,260.25,9.15M,0.73%,
852,"Sep 01, 2016",261.00,261.00,263.00,259.10,8.37M,0.37%,
853,"Aug 31, 2016",260.05,258.30,261.50,256.40,12.77M,1.07%,
854,"Aug 30, 2016",257.30,253.70,257.90,253.05,7.69M,1.78%,
855,"Aug 29, 2016",252.80,253.00,253.95,251.05,4.27M,-0.39%,
856,"Aug 26, 2016",253.80,253.35,254.90,252.05,4.75M,0.14%,
857,"Aug 25, 2016",253.45,252.10,255.00,250.25,9.52M,1.28%,
858,"Aug 24, 2016",250.25,251.20,252.00,249.10,5.38M,-0.46%,
859,"Aug 23, 2016",251.40,254.40,255.00,250.30,6.45M,-1.06%,
860,"Aug 22, 2016",254.10,251.65,254.75,251.50,4.18M,1.26%,
861,"Aug 19, 2016",250.95,252.00,252.40,249.75,5.33M,-0.48%,
862,"Aug 18, 2016",252.15,254.40,255.40,251.50,6.68M,-0.61%,
863,"Aug 17, 2016",253.70,254.55,256.75,252.20,8.33M,-0.55%,
864,"Aug 16, 2016",255.10,254.25,258.00,253.45,10.29M,0.39%,
865,"Aug 12, 2016",254.10,250.55,255.50,250.30,8.28M,0.97%,
866,"Aug 11, 2016",251.65,247.00,252.80,246.55,10.74M,2.09%,
867,"Aug 10, 2016",246.50,248.00,248.40,245.80,5.26M,-0.46%,
868,"Aug 09, 2016",247.65,250.00,250.00,246.10,9.36M,-0.92%,
869,"Aug 08, 2016",249.95,253.00,254.75,249.50,8.42M,-1.03%,
870,"Aug 05, 2016",252.55,252.15,256.50,251.10,4.37M,0.18%,
871,"Aug 04, 2016",252.10,254.00,254.85,250.20,8.66M,-0.24%,
872,"Aug 03, 2016",252.70,260.00,260.00,251.25,10.99M,-3.11%,
873,"Aug 02, 2016",260.80,251.00,262.00,251.00,16.78M,4.07%,
874,"Aug 01, 2016",250.60,252.00,255.20,249.55,9.56M,-0.73%,
875,"Jul 29, 2016",252.45,254.20,256.50,251.40,12.13M,-0.73%,
876,"Jul 28, 2016",254.30,249.40,255.40,248.25,11.35M,2.79%,
877,"Jul 27, 2016",247.40,251.00,253.70,246.30,8.90M,-1.73%,
878,"Jul 26, 2016",251.75,251.65,253.55,250.50,6.82M,0.00%,
879,"Jul 25, 2016",251.75,249.50,252.00,249.00,8.87M,0.76%,
880,"Jul 22, 2016",249.85,253.15,256.20,247.15,15.78M,-0.30%,
881,"Jul 21, 2016",250.60,253.00,253.50,246.50,11.72M,0.14%,E
882,"Jul 20, 2016",250.25,249.05,252.00,247.95,9.31M,0.48%,
883,"Jul 19, 2016",249.05,249.00,250.00,245.60,6.72M,0.06%,
884,"Jul 18, 2016",248.90,249.05,249.95,247.60,6.83M,0.02%,
885,"Jul 15, 2016",248.85,249.00,252.55,247.55,9.35M,0.06%,
886,"Jul 14, 2016",248.70,247.00,251.00,245.10,6.09M,0.65%,
887,"Jul 13, 2016",247.10,248.45,249.20,246.00,4.34M,-0.52%,
888,"Jul 12, 2016",248.40,250.95,251.95,247.00,4.14M,-0.30%,
889,"Jul 11, 2016",249.15,248.30,251.60,246.75,7.27M,1.34%,
890,"Jul 08, 2016",245.85,247.40,247.40,242.50,6.90M,-0.47%,
891,"Jul 07, 2016",247.00,244.50,248.65,243.90,8.96M,1.42%,
892,"Jul 05, 2016",243.55,245.85,247.00,242.20,8.99M,-0.55%,
893,"Jul 04, 2016",244.90,254.00,254.00,244.00,14.00M,-2.95%,S
894,"Jul 01, 2016",252.35,243.30,259.75,242.60,27.94M,2.75%,S
895,"Jun 30, 2016",245.60,245.33,247.80,244.10,20.90M,0.57%,
896,"Jun 29, 2016",244.20,246.63,246.63,242.67,11.55M,-0.60%,
897,"Jun 28, 2016",245.67,240.00,246.10,239.30,15.70M,2.66%,
898,"Jun 27, 2016",239.30,236.07,240.93,236.07,10.25M,1.37%,
899,"Jun 24, 2016",236.07,235.03,240.07,233.47,12.05M,-1.71%,
900,"Jun 23, 2016",240.17,236.67,241.00,236.67,8.66M,1.56%,
901,"Jun 22, 2016",236.47,237.30,239.43,235.03,8.91M,-1.06%,
902,"Jun 21, 2016",239.00,238.33,239.80,237.00,6.66M,0.13%,
903,"Jun 20, 2016",238.70,240.33,240.67,236.73,8.69M,-0.50%,
904,"Jun 17, 2016",239.90,236.90,240.47,236.90,8.98M,1.39%,
905,"Jun 16, 2016",236.60,239.60,239.60,234.07,8.72M,-1.29%,
906,"Jun 15, 2016",239.70,236.00,240.00,235.83,9.52M,1.77%,
907,"Jun 14, 2016",235.53,233.93,236.00,231.87,7.56M,0.97%,
908,"Jun 13, 2016",233.27,232.40,235.70,230.43,11.73M,-0.23%,
909,"Jun 10, 2016",233.80,235.37,239.10,233.37,10.75M,-0.96%,
910,"Jun 09, 2016",236.07,241.73,241.97,235.07,11.62M,-2.40%,
911,"Jun 08, 2016",241.87,242.67,243.33,240.47,7.33M,0.02%,
912,"Jun 07, 2016",241.83,238.00,242.50,238.00,10.60M,2.01%,
913,"Jun 06, 2016",237.07,235.80,237.97,234.23,7.41M,0.48%,
914,"Jun 03, 2016",235.93,239.90,239.90,235.03,7.11M,-1.15%,
915,"Jun 02, 2016",238.67,239.90,240.33,235.47,13.20M,-0.94%,
916,"Jun 01, 2016",240.93,235.33,241.47,235.33,11.95M,2.95%,
917,"May 31, 2016",234.03,237.33,239.63,232.83,14.50M,-1.53%,
918,"May 30, 2016",237.67,235.60,239.00,235.20,7.36M,-0.22%,D
919,"May 27, 2016",238.20,240.62,241.25,236.15,10.52M,-0.87%,
920,"May 26, 2016",240.29,236.01,241.32,234.42,12.59M,1.80%,
921,"May 25, 2016",236.05,232.30,236.97,231.94,9.96M,2.30%,
922,"May 24, 2016",230.74,230.71,233.23,229.81,15.67M,0.34%,
923,"May 23, 2016",229.95,231.80,235.02,225.07,52.82M,5.00%,
924,"May 20, 2016",219.01,216.62,224.54,215.33,20.26M,1.69%,E
925,"May 19, 2016",215.36,221.43,221.43,213.80,8.59M,-2.36%,
926,"May 18, 2016",220.57,217.18,221.96,215.99,7.62M,0.67%,
927,"May 17, 2016",219.11,218.78,221.06,217.91,11.98M,0.33%,
928,"May 16, 2016",218.38,211.02,218.78,210.22,12.97M,3.15%,
929,"May 13, 2016",211.72,210.82,213.27,208.93,9.44M,0.37%,
930,"May 12, 2016",210.95,211.52,212.88,208.90,5.57M,0.06%,
931,"May 11, 2016",210.82,212.15,213.31,209.56,10.74M,-1.70%,
932,"May 10, 2016",214.47,215.46,216.12,213.27,8.25M,-0.40%,
933,"May 09, 2016",215.33,212.15,216.06,211.81,8.53M,2.24%,
934,"May 06, 2016",210.62,207.47,211.75,202.86,15.58M,0.01%,
935,"May 05, 2016",210.59,206.84,212.34,206.58,6.33M,1.60%,
936,"May 04, 2016",207.27,208.83,211.81,205.62,6.17M,-1.08%,
937,"May 03, 2016",209.53,213.21,214.43,208.17,10.71M,-1.59%,
938,"May 02, 2016",212.91,214.30,214.80,211.75,3.26M,-1.17%,
939,"Apr 29, 2016",215.43,214.23,216.19,212.21,10.33M,0.64%,
940,"Apr 28, 2016",214.07,218.78,220.10,213.17,19.47M,-3.19%,
941,"Apr 27, 2016",221.13,216.16,221.76,216.16,9.32M,1.88%,
942,"Apr 26, 2016",217.05,207.64,217.68,207.17,14.47M,2.01%,
943,"Apr 25, 2016",212.78,213.01,215.79,212.41,6.09M,-1.49%,
944,"Apr 22, 2016",215.99,216.09,219.54,215.10,6.27M,-1.26%,
945,"Apr 21, 2016",218.74,222.49,223.08,217.18,6.94M,-1.65%,
946,"Apr 20, 2016",222.42,222.32,224.28,220.50,9.00M,0.03%,
947,"Apr 18, 2016",222.36,222.09,224.31,219.47,14.20M,1.26%,
948,"Apr 13, 2016",219.60,215.46,220.57,215.13,11.94M,2.74%,
949,"Apr 12, 2016",213.74,215.46,215.89,212.81,5.96M,-1.48%,
950,"Apr 11, 2016",216.95,213.47,217.65,210.16,13.83M,1.88%,
951,"Apr 08, 2016",212.94,211.81,213.77,211.48,4.80M,0.55%,
952,"Apr 07, 2016",211.78,216.79,216.79,211.48,10.03M,-1.98%,
953,"Apr 06, 2016",216.06,216.69,218.05,215.46,6.64M,-0.17%,
954,"Apr 05, 2016",216.42,217.52,219.01,214.93,8.63M,-1.29%,
955,"Apr 04, 2016",219.24,216.79,220.76,216.16,13.68M,-1.59%,
956,"Apr 01, 2016",222.79,216.19,223.28,215.79,14.30M,2.38%,
957,"Mar 31, 2016",217.62,215.99,220.43,215.39,27.47M,0.28%,
958,"Mar 30, 2016",217.02,212.54,218.28,212.54,13.90M,2.30%,
959,"Mar 29, 2016",212.15,212.91,216.82,211.48,18.01M,-0.76%,
960,"Mar 28, 2016",213.77,216.79,218.64,212.34,16.44M,-0.55%,
961,"Mar 23, 2016",214.96,215.46,215.53,212.38,15.42M,0.34%,
962,"Mar 22, 2016",214.23,217.78,219.31,213.64,19.05M,-2.51%,
963,"Mar 21, 2016",219.74,216.62,222.89,216.29,16.16M,2.06%,
964,"Mar 18, 2016",215.30,215.73,216.65,213.47,13.85M,0.34%,
965,"Mar 17, 2016",214.57,214.30,215.46,213.14,12.55M,0.50%,
966,"Mar 16, 2016",213.51,209.86,214.40,209.49,9.37M,1.75%,
967,"Mar 15, 2016",209.83,216.12,216.12,208.83,15.61M,-2.63%,
968,"Mar 14, 2016",215.49,213.80,216.12,213.47,7.42M,1.16%,
969,"Mar 11, 2016",213.01,209.56,213.47,208.83,11.70M,1.65%,
970,"Mar 10, 2016",209.56,211.98,213.34,207.41,13.40M,-1.19%,
971,"Mar 09, 2016",212.08,210.16,212.61,207.31,20.13M,-0.11%,
972,"Mar 08, 2016",212.31,209.49,214.80,209.49,12.62M,1.60%,
973,"Mar 04, 2016",208.96,212.15,213.31,208.67,11.38M,-0.93%,
974,"Mar 03, 2016",210.92,214.13,215.46,209.99,9.85M,-0.44%,
975,"Mar 02, 2016",211.85,217.45,221.36,211.12,23.77M,-1.78%,
976,"Mar 01, 2016",215.69,202.20,216.79,202.20,64.90M,10.05%,
977,"Feb 29, 2016",196.00,192.26,199.98,177.67,76.49M,1.61%,
978,"Feb 26, 2016",192.89,191.59,193.58,189.04,12.01M,1.66%,
979,"Feb 25, 2016",189.74,188.68,192.46,188.28,14.57M,-0.49%,
980,"Feb 24, 2016",190.67,194.25,195.84,189.61,13.82M,-2.11%,
981,"Feb 23, 2016",194.78,197.53,197.53,194.01,8.86M,-2.02%,
982,"Feb 22, 2016",198.79,200.64,200.64,194.51,14.70M,-1.54%,
983,"Feb 19, 2016",201.90,202.20,202.93,199.55,6.93M,-0.30%,
984,"Feb 18, 2016",202.50,199.88,203.33,199.45,9.39M,1.87%,
985,"Feb 17, 2016",198.79,196.57,200.08,191.63,13.09M,1.48%,
986,"Feb 16, 2016",195.90,201.87,202.86,194.68,10.58M,-2.70%,
987,"Feb 15, 2016",201.34,200.88,202.86,197.83,12.02M,1.20%,
988,"Feb 12, 2016",198.95,198.36,202.30,198.12,13.20M,0.52%,
989,"Feb 11, 2016",197.93,205.98,205.98,197.20,14.04M,-3.38%,
990,"Feb 10, 2016",204.85,206.91,207.47,203.53,7.87M,-1.09%,
991,"Feb 09, 2016",207.11,207.67,208.00,205.35,11.47M,-0.90%,
992,"Feb 08, 2016",209.00,215.33,215.39,208.33,6.27M,-2.68%,
993,"Feb 05, 2016",214.76,214.13,216.09,213.47,6.50M,0.67%,
994,"Feb 04, 2016",213.34,213.74,215.20,212.81,3.19M,-0.05%,
995,"Feb 03, 2016",213.44,213.31,214.96,211.88,4.92M,-0.71%,
996,"Feb 02, 2016",214.96,214.73,216.06,213.11,7.07M,-0.16%,
997,"Feb 01, 2016",215.30,211.25,215.46,208.73,7.35M,1.42%,
998,"Jan 29, 2016",212.28,214.04,216.12,210.06,12.50M,0.52%,
999,"Jan 28, 2016",211.18,207.31,213.37,206.61,13.89M,1.79%,
1000,"Jan 27, 2016",207.47,205.15,208.30,203.49,8.51M,1.15%,
1001,"Jan 25, 2016",205.12,202.43,206.74,201.57,9.33M,0.21%,
1002,"Jan 22, 2016",204.69,204.85,207.34,200.61,15.24M,0.77%,E
1003,"Jan 21, 2016",203.13,206.61,206.61,201.31,12.56M,-0.83%,
1004,"Jan 20, 2016",204.82,205.78,212.15,202.20,9.64M,-1.62%,
1005,"Jan 19, 2016",208.20,209.00,210.49,206.81,6.84M,-0.43%,
1006,"Jan 18, 2016",209.10,208.10,211.25,207.67,11.83M,0.48%,
1007,"Jan 15, 2016",208.10,208.90,210.42,207.04,7.98M,-1.06%,
1008,"Jan 14, 2016",210.32,207.94,211.32,207.01,11.49M,0.47%,
1009,"Jan 13, 2016",209.33,210.39,212.41,208.60,6.86M,0.19%,
1010,"Jan 12, 2016",208.93,209.00,210.09,207.17,6.95M,-0.29%,
1011,"Jan 11, 2016",209.53,205.52,210.02,205.35,6.88M,0.76%,
1012,"Jan 08, 2016",207.94,206.31,210.16,205.35,9.84M,1.31%,
1013,"Jan 07, 2016",205.25,208.04,208.04,204.62,11.81M,-1.75%,
1014,"Jan 06, 2016",208.90,216.79,216.79,208.53,15.23M,-3.00%,
1015,"Jan 05, 2016",215.36,215.53,216.39,214.83,5.82M,-0.08%,
1016,"Jan 04, 2016",215.53,215.79,216.19,213.17,5.91M,-0.73%,
1017,"Jan 01, 2016",217.12,217.18,218.11,215.89,1.48M,-0.09%,
1018,"Dec 31, 2015",217.32,215.79,218.78,214.37,8.03M,0.38%,
1019,"Dec 30, 2015",216.49,216.46,217.12,214.96,4.80M,0.52%,
1020,"Dec 29, 2015",215.36,216.42,217.45,214.37,4.44M,-0.42%,
1021,"Dec 28, 2015",216.26,213.94,216.82,213.77,9.08M,0.77%,
1022,"Dec 24, 2015",214.60,214.13,215.30,212.54,3.66M,0.68%,
1023,"Dec 23, 2015",213.14,213.47,214.80,212.15,5.27M,0.39%,
1024,"Dec 22, 2015",212.31,215.49,215.79,211.81,6.09M,-1.93%,
1025,"Dec 21, 2015",216.49,212.15,217.09,210.19,8.04M,2.98%,
1026,"Dec 18, 2015",210.22,212.74,214.13,209.76,14.23M,-1.06%,
1027,"Dec 17, 2015",212.48,211.95,213.31,209.69,8.68M,0.39%,
1028,"Dec 16, 2015",211.65,214.13,215.23,210.89,7.80M,-1.14%,
1029,"Dec 15, 2015",214.10,212.15,214.73,210.82,10.09M,0.89%,
1030,"Dec 14, 2015",212.21,212.15,213.74,210.26,7.29M,-0.28%,
